device,metrics,top_tt_esd:nominal,top_tt_esd:asserts,toprf_tt:nominal,toprf_tt:asserts,mode,w,l,m,multi,wr,lr,br,gr,nr,s,stm,spm,dmflag,shield,nf,area,pj
nmos_rf_ulvt_6t,igate,6.65889e-11,,6.65889e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,vtbcch,0.0170577,"{""Id""=>5, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_809"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",0.0170577,"{""Id""=>0, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_809"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,vtccl,0.115857,,0.115857,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t,vtbccl,0.142714,,0.142714,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,idlin,167.31140350877192,,167.31140350877192,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,idsat,1027.7534113060428,,1027.7534113060428,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,ileak,1.00171e-06,,1.00171e-06,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,ibleak,5.28277e-07,,5.28277e-07,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,vtcch,-0.00949589,"{""Id""=>12, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_110g_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_816"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",-0.00949589,"{""Id""=>8, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_110g_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_816"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,cggi,66.57908036280868,,66.57908036280868,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,igate,6.65889e-11,,6.65889e-11,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,vtbcch,0.0170577,"{""Id""=>4, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_110g_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_819"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",0.0170577,"{""Id""=>20, ""Checker Name""=>""n22ullrf_soac_nmos_rf_ulvt_6t_110g_VDG"", ""Analysis Name""=>""dcrun1"", ""Instance""=>""x_819"", ""Model""=>nil, ""StartValue""=>1.3, ""Margin""=>0.1, ""StartTime (s)""=>-0.5, ""Duration (s)""=>0.1, ""EndTime (s)""=>-0.4, ""EndValue""=>1.2, ""AvgValue""=>1.255, ""Message""=>""v(d, g) = 1.3000000000e+00; "", ""ViolationType""=>""upper"", ""PeakStep (s)""=>-0.5, ""PeakValue""=>1.3, ""Dissatisfied""=>""""}",normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,vtccl,0.115857,,0.115857,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_ulvt_6t_110g,vtbccl,0.142714,,0.142714,,normal,,,,2.0,300n,30n,,,4.0,,,,,,,,
nmos_rf_18_6t,idlin,97.5950292397661,,97.59707602339184,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,idsat,777.4385964912282,,777.4385964912282,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,ileak,5.69176e-11,,5.69177e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,ibleak,1.51211e-11,,1.51213e-11,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,vtcch,0.41904,,0.419039,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,cggi,15.40143405948269,,15.40143405948269,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,vtbcch,0.487929,,0.487929,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,vtccl,0.495042,,0.495041,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18_6t,vtbccl,0.575645,,0.575645,,normal,,,,2.0,1u,150n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,idlin,105.41184210526318,,105.4138888888889,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,idsat,705.6359649122808,,705.6359649122808,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,ileak,2.98126e-10,,2.98127e-10,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,ibleak,5.66385e-11,,5.66386e-11,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,vtcch,0.389907,,0.389907,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,cggi,17.122403148872834,,17.122403148872834,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,igate,-0.0,,-0.0,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,vtbcch,0.431386,,0.431386,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,vtccl,0.520525,,0.520525,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nmos_rf_18ud15_6t,vtbccl,0.571414,,0.571413,,normal,,,,2.0,1u,105n,,,4.0,,,,,,,,
nchpd_ullsr_mac,idlin,63.43736534318252,,63.43736534318252,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,idsat,276.99661434287475,,276.99661434287475,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,ileak,2.70525e-12,,2.70525e-12,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,ibleak,3.47964e-12,,3.47964e-12,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,vtcch,0.336263,,0.336263,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,cggi,27.348354470869904,,27.348354470869904,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,igate,9.90912e-12,,9.90912e-12,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,vtbcch,0.360123,,0.360123,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,vtccl,0.393057,,0.393057,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ullsr_mac,vtbccl,0.415289,,0.415289,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,idlin,80.47260458839406,,80.47260458839406,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,idsat,340.6747638326586,,340.6747638326586,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,ileak,2.20449e-12,,2.20449e-12,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,ibleak,4.97538e-12,,4.97538e-12,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,vtcch,0.328309,,0.328309,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,cggi,28.81358441838589,,28.81358441838589,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,igate,8.09296e-12,,8.09296e-12,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,vtbcch,0.349332,,0.349332,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,vtccl,0.380532,,0.380532,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ullsr_mac,vtbccl,0.406018,,0.406018,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,idlin,52.55444165970482,,52.55444165970482,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,idsat,238.21136173767755,,238.21136173767755,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,ileak,5.53903e-12,,5.53903e-12,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,ibleak,4.77106e-12,,4.77106e-12,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,vtcch,0.349057,,0.349057,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,cggi,29.313700104712723,,29.313700104712723,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,igate,3.03594e-11,,3.03594e-11,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,vtbcch,0.362948,,0.362948,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,vtccl,0.415801,,0.415801,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_ullrpsr_mac,vtbccl,0.435043,,0.435043,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,idlin,50.50172439646124,,50.50172439646124,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,idsat,240.87059529164793,,240.87059529164793,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,ileak,6.45332e-12,,6.45332e-12,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,ibleak,6.23119e-12,,6.23119e-12,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,vtcch,0.334171,,0.334171,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,cggi,24.355084742896377,,24.355084742896377,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,igate,2.25408e-11,,2.25408e-11,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,vtbcch,0.351331,,0.351331,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,vtccl,0.397639,,0.397639,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ulldpsr_mac,vtbccl,0.419102,,0.419102,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,idlin,57.642439431913125,,57.642439431913125,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,idsat,255.22974101921474,,255.22974101921474,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,ileak,3.77269e-12,,3.77269e-12,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,ibleak,2.80795e-12,,2.80795e-12,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,vtcch,0.342816,,0.342816,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,cggi,23.902139084832662,,23.902139084832662,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,igate,1.62232e-11,,1.62232e-11,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,vtbcch,0.360078,,0.360078,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,vtccl,0.406254,,0.406254,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ulldpsr_mac,vtbccl,0.425696,,0.425696,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,idlin,101.7279162819329,,101.7279162819329,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,idsat,488.5657125269314,,488.5657125269314,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,ileak,6.56547e-11,,6.56547e-11,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,ibleak,5.76472e-11,,5.76472e-11,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,vtcch,0.234672,,0.234672,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,cggi,28.53075028805213,,28.53075028805213,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,igate,2.94684e-11,,2.94684e-11,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,vtbcch,0.264452,,0.264452,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,vtccl,0.29387,,0.29387,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_sr_mac,vtbccl,0.324092,,0.324092,,normal,0.095u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,idlin,124.06747638326586,,124.06747638326586,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,idsat,590.0782726045884,,590.0782726045884,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,ileak,4.75227e-11,,4.75227e-11,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,ibleak,6.84925e-11,,6.84925e-11,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,vtcch,0.236509,,0.236509,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,cggi,26.203279979826608,,26.203279979826608,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,igate,2.46938e-11,,2.46938e-11,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,vtbcch,0.265001,,0.265001,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,vtccl,0.29343,,0.29343,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_sr_mac,vtbccl,0.322524,,0.322524,,normal,0.065u,0.035u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,idlin,89.94124199387359,,89.94124199387359,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,idsat,463.3138401559455,,463.3138401559455,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,ileak,1.88566e-10,,1.88566e-10,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,ibleak,1.25135e-10,,1.25135e-10,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,vtcch,0.227084,,0.227084,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,cggi,32.37854219694786,,32.37854219694786,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,igate,6.72409e-11,,6.72409e-11,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,vtbcch,0.251354,,0.251354,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,vtccl,0.295339,,0.295339,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nch_rpsr_mac,vtbccl,0.322922,,0.322922,,normal,0.21u,0.03u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,idlin,77.94122057279951,,77.94122057279951,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,idsat,424.9212775528565,,424.9212775528565,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,ileak,2.15302e-10,,2.15302e-10,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,ibleak,1.1702e-10,,1.1702e-10,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,vtcch,0.227849,,0.227849,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,cggi,31.11672819275158,,31.11672819275158,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,igate,4.53204e-11,,4.53204e-11,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,vtbcch,0.252482,,0.252482,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,vtccl,0.290046,,0.290046,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_dpsr_mac,vtbccl,0.31996,,0.31996,,normal,0.195u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,idlin,97.12740183792818,,97.12740183792818,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,idsat,467.9239766081872,,467.9239766081872,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,ileak,8.45275e-11,,8.45275e-11,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,ibleak,5.13608e-11,,5.13608e-11,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,vtcch,0.23817,,0.23817,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,cggi,30.15154148250046,,30.15154148250046,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,igate,4.44238e-11,,4.44238e-11,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,vtbcch,0.263812,,0.263812,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,vtccl,0.29225,,0.29225,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_dpsr_mac,vtbccl,0.318479,,0.318479,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,idlin,-73.75014619883041,,-73.75014619883041,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,idsat,-318.7836257309941,,-318.7836257309941,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,ileak,-2.32168e-12,,-2.32168e-12,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,ibleak,-3.71215e-12,,-3.71215e-12,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,vtcch,-0.360277,,-0.360277,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,cggi,38.6782746339533,,38.6782746339533,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,igate,-1.93676e-12,,-1.93676e-12,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,vtbcch,-0.375273,,-0.375273,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,vtccl,-0.424729,,-0.424729,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ullsr_mac,vtbccl,-0.440857,,-0.440857,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,idlin,-72.17333333333333,,-72.17333333333333,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,idsat,-330.65263157894736,,-330.65263157894736,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,ileak,-4.71288e-12,,-4.71288e-12,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,ibleak,-6.90509e-12,,-6.90509e-12,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,vtcch,-0.321239,,-0.321239,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,cggi,28.943508869639988,,28.943508869639988,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,igate,-4.92215e-12,,-4.92215e-12,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,vtbcch,-0.337017,,-0.337017,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,vtccl,-0.393576,,-0.393576,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_ulldpsr_mac,vtbccl,-0.408897,,-0.408897,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,idlin,-122.78961988304094,,-122.78961988304094,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,idsat,-542.2090643274854,,-542.2090643274854,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,ileak,-2.16633e-11,,-2.16633e-11,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,ibleak,-1.99422e-11,,-1.99422e-11,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,vtcch,-0.239972,,-0.239972,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,cggi,22.17136408272142,,22.17136408272142,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,igate,-6.17837e-12,,-6.17837e-12,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,vtbcch,-0.251479,,-0.251479,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,vtccl,-0.329619,,-0.329619,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_sr_mac,vtbccl,-0.343513,,-0.343513,,normal,0.04u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,idlin,-108.24713450292397,,-108.24713450292397,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,idsat,-494.99064327485377,,-494.99064327485377,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,ileak,-5.71308e-11,,-5.71308e-11,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,ibleak,-4.39706e-11,,-4.39706e-11,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,vtcch,-0.218952,,-0.218952,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,cggi,24.273822958956845,,24.273822958956845,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,igate,-7.59118e-12,,-7.59118e-12,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,vtbcch,-0.230176,,-0.230176,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,vtccl,-0.306189,,-0.306189,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
pchpu_dpsr_mac,vtbccl,-0.320014,,-0.320014,,normal,0.05u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,idlin,49.59025341130605,,49.59025341130605,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,idsat,210.43664717348932,,210.43664717348932,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,ileak,9.37094e-13,,9.37094e-13,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,ibleak,7.72589e-12,,7.72589e-12,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,vtcch,0.379516,,0.379516,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,cggi,24.73034903233206,,24.73034903233206,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,igate,8.18482e-13,,8.18482e-13,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,vtbcch,0.403956,,0.403956,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,vtccl,0.450552,,0.450552,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpg_ellsr_mac,vtbccl,0.475482,,0.475482,,normal,0.105u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,idlin,42.7280701754386,,42.7280701754386,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,idsat,181.05680868838766,,181.05680868838766,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,ileak,2.21855e-12,,2.21855e-12,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
nchpd_ellsr_mac,ibleak,2.49057e-11,,2.49057e-11,,normal,0.14u,0.035u,,2.0,,,,,,,,,,,,,
